,recipe_id,original_frames,dropped_frames
1929,dish_1559751458,26,8
1930,dish_1565725071,29,13
1931,dish_1562950934,34,0
1932,dish_1551124116,114,13
1933,dish_1561741090,28,16
1934,dish_1563395415,31,7
1935,dish_1565118700,28,12
1936,dish_1563468776,39,13
1937,dish_1561749061,31,3
1938,dish_1551139260,116,17
1939,dish_1550773394,116,47
1940,dish_1561662216,28,2
1941,dish_1551399484,115,13
1942,dish_1561492447,28,24
1943,dish_1551391083,116,29
1944,dish_1562790321,28,0
1945,dish_1558721380,12,1
1946,dish_1551314855,123,34
1947,dish_1566849862,32,6
1948,dish_1562862529,56,13
1949,dish_1558717604,12,0
1950,dish_1565974409,30,0
1951,dish_1561667207,63,13
1952,dish_1551378898,115,44
1953,dish_1558546558,33,3
1954,dish_1560889061,24,9
1955,dish_1560975346,24,13
1956,dish_1565032748,31,10
1957,dish_1558459059,28,19
1958,dish_1550860361,115,21
1959,dish_1550862993,116,51
1960,dish_1563996464,30,3
1961,dish_1565711183,29,3
1962,dish_1565884833,35,10
1963,dish_1566851704,33,1
1964,dish_1560801797,24,13
1965,dish_1567526845,30,17
1966,dish_1551322988,115,27
1967,dish_1550778646,117,11
1968,dish_1561578623,28,4
1969,dish_1551390930,116,41
1970,dish_1562947409,30,2
1971,dish_1566415558,31,16
1972,dish_1550778172,116,10
1973,dish_1558640450,18,0
1974,dish_1567542813,34,19
1975,dish_1558630932,18,0
1976,dish_1562688426,28,14
1977,dish_1551236550,114,65
1978,dish_1550707110,115,39
1979,dish_1564168695,29,12
1980,dish_1551378955,115,28
1981,dish_1562168365,30,11
1982,dish_1561147967,21,4
1983,dish_1563551164,31,9
1984,dish_1558381860,28,25
1985,dish_1563897837,31,8
1986,dish_1551566922,118,40
1987,dish_1562097653,28,5
1988,dish_1566417398,32,14
1989,dish_1563984140,33,7
1990,dish_1550769827,113,53
1991,dish_1562789328,28,2
1992,dish_1551306491,115,65
1993,dish_1568401199,34,3
1994,dish_1558458496,28,21
1995,dish_1558463562,32,22
1996,dish_1560370833,31,6
1997,dish_1559061675,18,4
1998,dish_1568060542,31,15
1999,dish_1559846073,31,15
2000,dish_1562958809,34,5
2001,dish_1563813436,28,4
2002,dish_1551374560,115,22
2003,dish_1559841127,31,10
2004,dish_1551378684,115,51
2005,dish_1566934455,31,6
2006,dish_1573159903,30,25
2007,dish_1550707504,116,26
2008,dish_1575481443,30,19
2009,dish_1550860107,115,19
2010,dish_1560442374,28,24
2011,dish_1565033139,32,14
2012,dish_1560541706,28,5
2013,dish_1551493854,119,18
2014,dish_1551224689,116,13
2015,dish_1565036890,36,13
2016,dish_1567785165,18,14
2017,dish_1558028057,32,14
2018,dish_1562686520,30,7
2019,dish_1566329257,34,1
2020,dish_1558719336,12,4
2021,dish_1558377105,32,18
2022,dish_1563205903,31,7
2023,dish_1562095340,28,3
2024,dish_1551139367,116,8
2025,dish_1563389742,31,10
2026,dish_1551237778,117,64
2027,dish_1550778435,113,23
2028,dish_1558632921,18,5
2029,dish_1561739623,31,3
2030,dish_1568061234,32,14
2031,dish_1550712913,115,39
2032,dish_1566590566,32,19
2033,dish_1572034012,28,19
2034,dish_1565898193,32,6
2035,dish_1566488905,27,22
2036,dish_1551221853,125,44
2037,dish_1560445004,28,4
2038,dish_1559245654,25,2
2039,dish_1563464651,32,13
2040,dish_1550792595,115,31
2041,dish_1573159511,29,27
2042,dish_1566923004,31,13
2043,dish_1565727791,24,4
2044,dish_1561666640,28,7
2045,dish_1551236495,113,43
2046,dish_1560453328,28,6
2047,dish_1566316496,34,6
2048,dish_1567023262,34,17
2049,dish_1571932341,28,21
2050,dish_1550876619,115,60
2051,dish_1572984792,28,11
2052,dish_1563911156,33,19
2053,dish_1551317628,122,46
2054,dish_1575407477,28,24
2055,dish_1565987081,31,9
2056,dish_1565972429,31,8
2057,dish_1551139325,116,35
2058,dish_1551317998,114,71
2059,dish_1560367926,28,2
2060,dish_1558376938,32,20
2061,dish_1561996554,26,15
2062,dish_1562875870,31,1
2063,dish_1563563492,30,5
2064,dish_1567024066,33,16
2065,dish_1551565570,137,113
2066,dish_1561663891,28,3
2067,dish_1562168399,28,10
2068,dish_1558378516,32,23
2069,dish_1551236417,118,96
2070,dish_1566328724,32,12
2071,dish_1559850283,28,11
2072,dish_1562873544,33,1
2073,dish_1550860513,116,14
2074,dish_1563565720,31,8
2075,dish_1561492703,28,5
2076,dish_1558635994,18,1
2077,dish_1551567396,114,69
2078,dish_1563811611,32,2
2079,dish_1551314337,116,43
2080,dish_1562704665,26,0
2081,dish_1565034605,36,19
2082,dish_1573234760,30,29
2083,dish_1551141779,120,16
2084,dish_1559242324,25,5
2085,dish_1558114209,29,18
2086,dish_1559158263,26,5
2087,dish_1563219056,31,15
2088,dish_1558639362,18,4
2089,dish_1558640849,18,2
2090,dish_1551384167,121,29
2091,dish_1551391477,117,38
2092,dish_1558724658,12,2
2093,dish_1567628193,38,19
2094,dish_1559751801,21,7
2095,dish_1562946106,32,1
2096,dish_1558550218,34,5
2097,dish_1561663068,31,1
2098,dish_1574359199,29,9
2099,dish_1568144828,39,6
2100,dish_1563813806,28,3
2101,dish_1563205877,31,6
2102,dish_1574455483,28,11
2103,dish_1551564381,116,37
2104,dish_1551228296,116,54
2105,dish_1561492182,28,8
2106,dish_1561405332,28,5
2107,dish_1551224447,114,7
2108,dish_1564170098,33,13
2109,dish_1560455179,41,10
2110,dish_1561752509,29,8
2111,dish_1551380856,117,69
2112,dish_1561999287,36,7
2113,dish_1566501041,32,23
2114,dish_1571944507,29,25
2115,dish_1561661552,29,3
2116,dish_1558722247,12,0
2117,dish_1551142589,117,18
2118,dish_1560527191,24,4
2119,dish_1560798785,24,5
2120,dish_1558029278,32,10
2121,dish_1562956486,30,2
2122,dish_1565724196,35,10
2123,dish_1563389786,29,7
2124,dish_1561663855,28,2
2125,dish_1550708280,116,54
2126,dish_1561480439,32,2
2127,dish_1560453132,28,5
2128,dish_1562690917,28,19
2129,dish_1563309315,31,6
2130,dish_1559239369,24,3
2131,dish_1550793582,115,29
2132,dish_1566590056,31,15
2133,dish_1566931116,29,10
2134,dish_1551227325,119,17
2135,dish_1561060503,24,12
2136,dish_1559844113,28,13
2137,dish_1551390429,114,40
2138,dish_1563551194,28,7
2139,dish_1576171157,28,20
2140,dish_1551487560,115,24
2141,dish_1551318716,122,22
2142,dish_1563827162,31,8
2143,dish_1568144879,40,10
2144,dish_1565024741,30,10
2145,dish_1562871408,32,6
2146,dish_1559233756,26,7
2147,dish_1560454488,28,5
2148,dish_1562008549,33,4
2149,dish_1568319838,30,16
2150,dish_1563216412,28,7
2151,dish_1562958721,30,5
2152,dish_1551227539,115,45
2153,dish_1551379654,118,25
2154,dish_1551493698,113,31
2155,dish_1558629818,18,1
2156,dish_1551236949,115,32
2157,dish_1550873668,117,24
2158,dish_1550874464,116,24
2159,dish_1563305005,31,8
2160,dish_1567525681,37,25
2161,dish_1562614895,32,15
2162,dish_1558381032,28,21
2163,dish_1563309285,35,9
2164,dish_1561404505,28,4
2165,dish_1563389114,32,7
2166,dish_1551323794,115,26
2167,dish_1565203094,31,6
2168,dish_1566501067,33,17
2169,dish_1557862345,107,75
2170,dish_1551399449,135,14
2171,dish_1566244863,39,1
2172,dish_1563221157,28,6
2173,dish_1551390006,115,27
2174,dish_1560369403,28,3
2175,dish_1565895808,31,9
2176,dish_1551323618,114,26
2177,dish_1566488928,30,18
2178,dish_1551122844,115,101
2179,dish_1551382255,115,40
2180,dish_1561049435,24,4
2181,dish_1561060448,25,6
2182,dish_1551237079,115,5
2183,dish_1559578551,18,9
2184,dish_1562605352,28,9
2185,dish_1565033220,31,10
2186,dish_1551567293,114,46
2187,dish_1566931140,31,18
2188,dish_1566317775,29,26
2189,dish_1573503054,28,19
2190,dish_1565641844,32,11
2191,dish_1575404926,30,24
2192,dish_1559845637,31,14
2193,dish_1564168739,31,6
2194,dish_1558630600,18,6
2195,dish_1559675101,52,5
2196,dish_1550790554,116,9
2197,dish_1561578603,28,4
2198,dish_1571931782,29,19
2199,dish_1558460205,33,22
2200,dish_1558638924,18,0
2201,dish_1558639440,18,5
2202,dish_1565972591,30,10
2203,dish_1560455442,28,8
2204,dish_1551393021,116,56
2205,dish_1558029842,33,6
2206,dish_1561060703,27,4
2207,dish_1559678651,26,4
2208,dish_1558546434,32,2
2209,dish_1567711402,38,19
2210,dish_1561749818,35,5
2211,dish_1551390837,115,38
2212,dish_1563464429,29,2
2213,dish_1566488981,28,13
2214,dish_1550772753,115,49
2215,dish_1572462136,28,12
2216,dish_1562688482,30,13
2217,dish_1558378553,31,20
2218,dish_1561576257,29,2
2219,dish_1563309189,28,13
2220,dish_1551233982,116,30
2221,dish_1556575446,143,48
2222,dish_1558636813,18,1
2223,dish_1558639335,18,7
2224,dish_1560454970,28,10
2225,dish_1558376212,32,21
2226,dish_1551136891,116,33
2227,dish_1563911215,36,22
2228,dish_1563897870,35,28
2229,dish_1563822597,28,4
2230,dish_1558723639,12,4
2231,dish_1563475921,33,11
2232,dish_1562875159,85,27
2233,dish_1560370804,28,10
2234,dish_1550862580,115,30
2235,dish_1551236011,115,51
2236,dish_1562009148,30,3
2237,dish_1551226409,116,37
2238,dish_1559845370,28,10
2239,dish_1558459994,32,19
2240,dish_1562871363,31,8
2241,dish_1561577701,31,4
2242,dish_1568405306,30,3
2243,dish_1561480460,26,3
2244,dish_1550711973,121,32
2245,dish_1566242066,37,7
2246,dish_1558635865,18,5
2247,dish_1565024675,28,11
2248,dish_1551234046,114,50
2249,dish_1559246053,25,9
2250,dish_1572540136,28,22
2251,dish_1551565996,115,29
2252,dish_1551314360,112,26
2253,dish_1551322652,115,49
2254,dish_1551565884,117,38
2255,dish_1560356627,28,4
2256,dish_1561746970,28,5
2257,dish_1566415520,31,14
2258,dish_1565382733,32,14
2259,dish_1559849497,31,13
2260,dish_1563568148,32,17
2261,dish_1560444616,28,2
2262,dish_1551381404,116,33
2263,dish_1563389693,32,7
2264,dish_1565809033,32,13
2265,dish_1563294987,31,15
2266,dish_1563897492,31,10
2267,dish_1558460908,34,7
2268,dish_1558458541,28,19
2269,dish_1565117892,28,10
2270,dish_1568665935,35,13
2271,dish_1574184971,29,21
2272,dish_1551375027,115,36
2273,dish_1550710542,115,44
2274,dish_1565896039,31,11
2275,dish_1565383159,28,9
2276,dish_1561575951,28,3
2277,dish_1566934430,31,3
2278,dish_1561661500,29,4
2279,dish_1565724588,31,8
2280,dish_1563996625,31,6
2281,dish_1561576707,31,6
2282,dish_1551391034,114,25
2283,dish_1561404924,31,5
2284,dish_1562789268,31,5
2285,dish_1560369313,28,4
2286,dish_1551395269,116,33
2287,dish_1551224208,115,23
2288,dish_1551376970,115,23
2289,dish_1558630737,18,4
2290,dish_1560961202,27,7
2291,dish_1551134138,126,44
2292,dish_1551381321,124,41
2293,dish_1562612974,31,9
2294,dish_1573762582,30,14
2295,dish_1551566642,113,32
2296,dish_1557853314,111,79
2297,dish_1567106794,31,14
2298,dish_1551234017,115,21
2299,dish_1567021864,29,13
2300,dish_1551124637,126,85
2301,dish_1563465805,32,11
2302,dish_1559242155,25,5
2303,dish_1558030289,34,1
2304,dish_1558722068,12,5
2305,dish_1558641989,12,0
2306,dish_1551137348,119,30
2307,dish_1565378770,30,7
2308,dish_1562699652,28,8
2309,dish_1551142001,115,29
2310,dish_1561739188,25,2
2311,dish_1559332487,18,5
2312,dish_1561405934,31,9
2313,dish_1562959103,34,3
2314,dish_1551122493,128,28
2315,dish_1561578570,30,6
2316,dish_1562611620,28,10
2317,dish_1565981898,29,6
2318,dish_1565210009,32,14
2319,dish_1566933180,29,10
2320,dish_1563302345,30,7
2321,dish_1567625343,36,25
2322,dish_1550777919,116,15
2323,dish_1560442258,28,4
2324,dish_1566331868,32,0
2325,dish_1551305168,117,33
2326,dish_1559062082,18,7
2327,dish_1574193316,29,5
2328,dish_1562775110,28,22
2329,dish_1561663990,28,6
2330,dish_1563567722,29,8
2331,dish_1563812615,31,7
2332,dish_1563996656,31,12
2333,dish_1573760187,28,10
2334,dish_1562096542,28,7
2335,dish_1567711356,40,21
2336,dish_1560369146,28,7
2337,dish_1551237436,116,57
2338,dish_1562787956,29,6
2339,dish_1551563294,115,48
2340,dish_1568132601,43,7
2341,dish_1558376734,32,22
2342,dish_1561749711,28,5
2343,dish_1565711570,36,5
2344,dish_1562617446,28,6
2345,dish_1568666184,35,11
2346,dish_1550707578,116,40
2347,dish_1550773771,117,23
2348,dish_1562788845,31,2
2349,dish_1551306375,116,31
2350,dish_1560444815,28,2
2351,dish_1550778619,119,29
2352,dish_1562173111,31,17
2353,dish_1551237558,116,35
2354,dish_1560788384,24,23
2355,dish_1568665052,38,14
2356,dish_1560360055,28,5
2357,dish_1562784347,29,1
2358,dish_1561578344,30,1
2359,dish_1573579355,28,19
2360,dish_1563220767,31,4
2361,dish_1562775488,28,14
2362,dish_1551492023,116,106
2363,dish_1565194823,31,8
2364,dish_1567629081,30,9
2365,dish_1559842409,30,13
2366,dish_1551122795,118,28
2367,dish_1551139192,115,22
2368,dish_1551313822,115,36
2369,dish_1562777037,28,1
2370,dish_1568217417,37,22
2371,dish_1562617395,30,12
2372,dish_1558639849,18,1
2373,dish_1565726949,31,7
2374,dish_1559843030,30,23
2375,dish_1563565761,30,9
2376,dish_1551224380,115,56
2377,dish_1561739212,35,3
2378,dish_1561665378,31,11
2379,dish_1558110297,24,14
2380,dish_1550775318,114,13
2381,dish_1566332040,31,11
2382,dish_1561746912,30,4
2383,dish_1551492866,115,37
2384,dish_1561667430,28,7
2385,dish_1551490962,116,36
2386,dish_1558459462,28,17
2387,dish_1561752035,32,7
2388,dish_1558721757,12,0
2389,dish_1567625392,32,17
2390,dish_1574359160,29,15
2391,dish_1551374831,115,38
2392,dish_1566316612,28,1
2393,dish_1550874079,115,23
2394,dish_1561577146,32,3
2395,dish_1563305401,32,14
2396,dish_1560368138,28,1
2397,dish_1564169197,33,4
2398,dish_1561404458,28,6
2399,dish_1551323937,114,27
2400,dish_1563898813,30,0
2401,dish_1565798591,29,7
2402,dish_1558723894,12,2
2403,dish_1551389218,115,13
2404,dish_1567023110,32,11
2405,dish_1562184663,36,11
2406,dish_1562691538,49,28
2407,dish_1551566464,113,17
2408,dish_1567801830,32,12
2409,dish_1563823390,30,11
2410,dish_1558381819,28,16
2411,dish_1550790874,116,79
2412,dish_1560368395,28,4
2413,dish_1562617939,31,8
2414,dish_1565195436,34,18
2415,dish_1561661449,25,13
2416,dish_1565640365,31,8
2417,dish_1550790511,119,23
2418,dish_1558719514,12,3
2419,dish_1560367193,28,5
2420,dish_1558373284,32,20
2421,dish_1576259732,29,21
2422,dish_1562094877,28,7
2423,dish_1550785808,120,56
2424,dish_1550779388,116,34
2425,dish_1563391681,29,8
2426,dish_1565898402,29,12
2427,dish_1562007904,29,3
2428,dish_1551565613,114,13
2429,dish_1550708556,115,35
2430,dish_1566417516,35,16
2431,dish_1561049320,24,8
2432,dish_1572291722,27,13
2433,dish_1567789154,34,18
2434,dish_1563997418,28,6
2435,dish_1566590007,33,18
2436,dish_1568060616,34,7
2437,dish_1567024187,31,11
2438,dish_1560453294,28,5
2439,dish_1551565034,120,36
2440,dish_1550778118,116,17
2441,dish_1551235561,114,61
2442,dish_1551319895,117,34
2443,dish_1560974009,25,11
2444,dish_1550779336,115,47
2445,dish_1563823359,32,10
2446,dish_1571931648,29,12
2447,dish_1550770751,114,70
2448,dish_1566501594,31,16
2449,dish_1551381249,116,64
2450,dish_1551135297,121,28
2451,dish_1563220109,28,7
2452,dish_1563897794,34,11
2453,dish_1559059954,18,2
2454,dish_1550778922,114,27
2455,dish_1550708487,115,33
2456,dish_1563382911,39,7
2457,dish_1563304881,30,10
2458,dish_1575997210,28,21
2459,dish_1571935085,29,18
2460,dish_1558110385,24,16
2461,dish_1550777713,115,58
2462,dish_1562950895,29,0
2463,dish_1550772088,115,28
2464,dish_1558630649,18,10
2465,dish_1551381208,119,59
2466,dish_1558549214,33,10
2467,dish_1551235759,115,19
2468,dish_1572901583,28,24
2469,dish_1550781347,114,24
2470,dish_1565627800,29,9
2471,dish_1562689548,28,21
2472,dish_1571931623,40,21
2473,dish_1563984729,32,0
2474,dish_1562183175,30,4
2475,dish_1551134622,121,35
2476,dish_1551226999,114,25
2477,dish_1559844272,33,7
2478,dish_1572540208,30,13
2479,dish_1562611580,31,22
2480,dish_1551379741,116,43
2481,dish_1562871731,529,473
2482,dish_1560961179,25,7
2483,dish_1558630038,18,0
2484,dish_1562958998,28,3
2485,dish_1572625810,28,9
2486,dish_1567542778,31,24
2487,dish_1562086564,28,2
2488,dish_1573073741,28,9
2489,dish_1558724799,12,3
2490,dish_1550859544,116,83
2491,dish_1558630006,18,1
2492,dish_1563306039,32,10
2493,dish_1559849020,28,10
2494,dish_1568313575,31,19
2495,dish_1551232713,116,37
2496,dish_1551395512,115,37
2497,dish_1551134053,115,32
2498,dish_1551375933,115,33
2499,dish_1562963084,32,2
2500,dish_1559239912,24,3
2501,dish_1561663817,28,5
2502,dish_1565638515,31,15
2503,dish_1565895966,29,10
2504,dish_1550793525,119,53
2505,dish_1558637932,18,6
2506,dish_1561392593,28,4
2507,dish_1551323574,116,33
2508,dish_1563911255,34,25
2509,dish_1560543682,24,4
2510,dish_1561574479,28,1
2511,dish_1566933226,33,5
2512,dish_1558639306,18,0
2513,dish_1560367676,28,8
2514,dish_1560976044,27,12
2515,dish_1561404438,29,6
2516,dish_1560543704,25,3
2517,dish_1561999624,36,10
2518,dish_1551566887,115,30
2519,dish_1558549008,32,2
2520,dish_1574109245,29,22
2521,dish_1559844458,28,8
2522,dish_1575481406,28,16
2523,dish_1551233610,116,31
2524,dish_1564083534,34,23
2525,dish_1558636483,18,2
2526,dish_1551134757,117,16
2527,dish_1568144803,35,12
2528,dish_1551237046,116,22
2529,dish_1550706705,115,55
2530,dish_1551384024,117,35
2531,dish_1565894858,32,9
2532,dish_1560539368,24,2
2533,dish_1564083508,30,18
2534,dish_1558547008,34,4
2535,dish_1558115448,32,22
2536,dish_1551321793,119,46
2537,dish_1550710577,116,34
2538,dish_1565641915,32,13
2539,dish_1561060787,25,8
2540,dish_1566934401,33,10
2541,dish_1562010369,31,15
2542,dish_1561567086,31,14
2543,dish_1563911185,28,18
2544,dish_1568132561,40,6
2545,dish_1559933793,28,5
2546,dish_1558720236,12,0
2547,dish_1562959344,30,12
2548,dish_1561491180,32,6
2549,dish_1551138237,116,35
2550,dish_1551395987,115,81
2551,dish_1550711488,116,35
2552,dish_1573506378,29,19
2553,dish_1559846311,28,10
2554,dish_1566246573,38,5
2555,dish_1565117990,31,9
2556,dish_1551375142,116,51
2557,dish_1561062237,24,13
2558,dish_1566589933,28,14
2559,dish_1566416339,33,17
2560,dish_1574280343,30,22
2561,dish_1558379639,32,21
2562,dish_1559319860,18,8
2563,dish_1562963704,30,6
2564,dish_1551374665,117,91
2565,dish_1551236159,116,3
2566,dish_1565640576,34,10
2567,dish_1559332418,18,4
2568,dish_1565194781,33,10
2569,dish_1561996084,25,10
2570,dish_1563464627,38,11
2571,dish_1550777256,113,17
2572,dish_1560444701,28,12
2573,dish_1562702469,31,8
2574,dish_1562873224,37,10
2575,dish_1565641943,35,10
2576,dish_1561148481,21,3
2577,dish_1563221495,32,2
2578,dish_1563395480,31,4
2579,dish_1568305198,32,11
2580,dish_1563205953,28,7
2581,dish_1558376768,32,22
2582,dish_1551567937,114,20
2583,dish_1561741063,30,18
2584,dish_1551375297,128,47
2585,dish_1557861697,103,83
2586,dish_1558380014,28,16
2587,dish_1560543583,25,5
2588,dish_1566501575,46,25
2589,dish_1550785697,117,27
2590,dish_1560367333,28,10
2591,dish_1573492999,28,21
2592,dish_1550706237,115,40
2593,dish_1550705995,119,10
2594,dish_1551381730,123,29
2595,dish_1551303285,115,42
2596,dish_1558724723,12,3
2597,dish_1565987269,28,9
2598,dish_1551122567,115,7
2599,dish_1563221562,32,1
2600,dish_1551323342,123,48
2601,dish_1559062005,18,8
2602,dish_1558468547,36,11
2603,dish_1550712805,115,14
2604,dish_1562874250,40,5
2605,dish_1558639907,18,2
2606,dish_1551391197,115,69
2607,dish_1551314048,115,48
2608,dish_1551378829,115,32
2609,dish_1559678083,27,6
2610,dish_1561494032,28,2
2611,dish_1563381760,40,7
2612,dish_1561392430,28,2
2613,dish_1560799277,20,6
2614,dish_1551490469,113,36
2615,dish_1560368738,28,11
2616,dish_1562947020,31,1
2617,dish_1550772809,116,20
2618,dish_1563476408,31,16
2619,dish_1565204931,31,10
2620,dish_1565981769,29,6
2621,dish_1565640227,24,10
2622,dish_1550769882,116,38
2623,dish_1563476323,32,16
2624,dish_1560455263,28,9
2625,dish_1563568319,28,8
2626,dish_1562183065,31,9
2627,dish_1551491216,118,21
2628,dish_1551492702,114,20
2629,dish_1565811025,38,7
2630,dish_1566230222,39,10
2631,dish_1567007848,33,11
2632,dish_1562687554,28,7
2633,dish_1551374463,155,64
2634,dish_1558721434,12,1
2635,dish_1561997248,27,10
2636,dish_1551566277,115,72
2637,dish_1558468494,33,7
2638,dish_1563219009,31,8
2639,dish_1560456814,28,6
2640,dish_1565726887,30,7
2641,dish_1561752449,30,14
2642,dish_1551375715,116,70
2643,dish_1561997401,27,9
2644,dish_1550791105,124,29
2645,dish_1566316681,87,34
2646,dish_1560441339,28,1
2647,dish_1550861520,115,13
2648,dish_1565023182,31,8
2649,dish_1550796634,124,56
2650,dish_1550712877,115,19
2651,dish_1564170542,29,6
2652,dish_1573072447,28,9
2653,dish_1565033110,33,15
2654,dish_1560973958,31,11
2655,dish_1559846688,28,11
2656,dish_1551382115,116,44
2657,dish_1562774346,28,7
2658,dish_1568217465,39,27
2659,dish_1551485983,131,76
2660,dish_1562947436,33,2
2661,dish_1565209963,28,9
2662,dish_1550711845,116,30
2663,dish_1559841891,28,12
2664,dish_1563391453,40,9
2665,dish_1562008738,29,7
2666,dish_1568404850,32,3
2667,dish_1551236621,114,75
2668,dish_1562875320,32,5
2669,dish_1571931763,28,20
2670,dish_1561576680,28,2
2671,dish_1551376692,117,30
2672,dish_1558721827,12,2
2673,dish_1561666794,47,16
2674,dish_1568141915,35,11
2675,dish_1567022383,31,8
2676,dish_1558640604,18,9
2677,dish_1567110665,30,15
2678,dish_1558031237,35,4
2679,dish_1561574974,28,3
2680,dish_1551136531,114,30
2681,dish_1562872396,33,4
2682,dish_1560367116,35,11
2683,dish_1550710177,119,61
2684,dish_1551381450,130,37
2685,dish_1574711451,28,23
2686,dish_1571944214,28,14
2687,dish_1550772314,116,10
2688,dish_1562872432,33,6
2689,dish_1573763139,28,13
2690,dish_1550706945,115,32
2691,dish_1562785159,28,0
2692,dish_1551232851,119,50
2693,dish_1563391708,29,7
2694,dish_1558722685,12,0
2695,dish_1568146977,39,9
2696,dish_1565637578,33,12
2697,dish_1566328929,30,4
2698,dish_1559149688,25,1
2699,dish_1551490433,116,22
2700,dish_1551224534,116,10
2701,dish_1551567508,114,28
2702,dish_1551237348,115,35
2703,dish_1558640074,17,3
2704,dish_1558641108,12,0
2705,dish_1568305257,34,11
2706,dish_1550706448,115,46
2707,dish_1558459115,28,11
2708,dish_1563824250,32,5
2709,dish_1562615283,28,11
2710,dish_1561492628,28,3
2711,dish_1571944549,28,24
2712,dish_1551228830,117,50
2713,dish_1551373181,138,128
2714,dish_1566931620,34,4
2715,dish_1575923584,33,21
2716,dish_1551324079,115,26
2717,dish_1550710664,115,43
2718,dish_1551377135,116,61
2719,dish_1551390594,116,31
2720,dish_1562010929,29,7
2721,dish_1550863381,114,54
2722,dish_1563221025,32,4
2723,dish_1550876249,116,80
2724,dish_1560368162,27,4
2725,dish_1564086709,28,8
2726,dish_1558720396,12,0
2727,dish_1564171970,33,0
2728,dish_1560444637,28,3
2729,dish_1551565909,116,37
2730,dish_1551304197,118,31
2731,dish_1567110848,28,12
2732,dish_1565207896,31,10
2733,dish_1565369938,29,11
2734,dish_1562963006,31,7
2735,dish_1559245920,27,3
2736,dish_1559245801,26,8
2737,dish_1565640914,33,10
2738,dish_1558635618,18,2
2739,dish_1560368990,28,2
2740,dish_1558641287,12,1
2741,dish_1566502472,30,15
2742,dish_1566414924,29,9
2743,dish_1566331914,34,4
2744,dish_1558638954,18,0
2745,dish_1561739238,31,5
2746,dish_1562689519,28,23
2747,dish_1551314927,116,68
2748,dish_1561752680,31,8
2749,dish_1563910639,30,7
2750,dish_1562010266,29,8
2751,dish_1562614088,28,16
2752,dish_1566331801,31,3
2753,dish_1550860188,116,25
2754,dish_1563909982,31,11
2755,dish_1562169762,28,5
2756,dish_1561577198,31,1
2757,dish_1566414225,35,20
2758,dish_1551378018,116,52
2759,dish_1560367733,28,4
2760,dish_1561576737,31,5
2761,dish_1550777319,119,38
2762,dish_1566402123,30,17
2763,dish_1560527070,25,5
2764,dish_1565896745,32,3
2765,dish_1550792493,118,37
2766,dish_1562945851,28,0
2767,dish_1572550743,28,24
2768,dish_1563564707,29,10
2769,dish_1551493942,115,13
2770,dish_1562945803,32,5
2771,dish_1565986733,29,1
2772,dish_1551225764,115,70
2773,dish_1566501258,35,24
2774,dish_1561574848,28,1
2775,dish_1560357297,28,8
2776,dish_1550875168,129,25
2777,dish_1550778469,117,14
2778,dish_1574444158,28,2
2779,dish_1563564828,35,12
2780,dish_1563551006,34,10
2781,dish_1551373738,178,88
2782,dish_1560442303,28,6
2783,dish_1560367904,28,7
2784,dish_1550773200,115,18
2785,dish_1558461760,35,21
2786,dish_1551124062,118,33
2787,dish_1558029324,36,4
2788,dish_1558109986,24,1
2789,dish_1567020366,31,9
2790,dish_1568315177,39,15
2791,dish_1571931678,31,17
2792,dish_1562605315,28,11
2793,dish_1551565237,116,39
2794,dish_1563305948,31,7
2795,dish_1559581198,18,8
2796,dish_1551563119,115,46
2797,dish_1550860041,114,28
2798,dish_1551233095,116,81
2799,dish_1561148336,21,4
2800,dish_1566242164,38,12
2801,dish_1558640311,18,1
2802,dish_1559845018,28,11
2803,dish_1560800988,24,9
2804,dish_1551375366,116,72
2805,dish_1558028772,32,12
2806,dish_1551322934,113,61
2807,dish_1551221581,126,31
2808,dish_1562702441,32,10
2809,dish_1561751897,32,13
2810,dish_1567022296,29,9
2811,dish_1566587662,28,14
2812,dish_1562086116,28,3
2813,dish_1550779153,129,38
2814,dish_1550707850,118,30
2815,dish_1568319725,31,13
2816,dish_1561746876,33,8
2817,dish_1562959024,31,2
2818,dish_1558458737,28,19
2819,dish_1564170474,30,3
2820,dish_1566414611,31,11
2821,dish_1560455158,30,5
2822,dish_1566333194,31,3
2823,dish_1568313640,29,15
2824,dish_1558375506,29,25
2825,dish_1566938026,31,10
2826,dish_1558721636,12,1
2827,dish_1567024112,31,10
2828,dish_1563998210,29,2
2829,dish_1551124322,127,16
2830,dish_1557937335,111,27
2831,dish_1566931650,33,13
2832,dish_1551221935,119,45
2833,dish_1563897938,28,6
2834,dish_1559849053,34,12
2835,dish_1572033988,28,21
2836,dish_1558723047,12,2
2837,dish_1559674074,28,0
2838,dish_1560453174,28,4
2839,dish_1561134102,28,11
2840,dish_1565987116,31,5
2841,dish_1562776465,28,5
2842,dish_1558723719,12,0
2843,dish_1567542876,30,16
2844,dish_1550793673,116,57
2845,dish_1568144855,37,10
2846,dish_1551314163,115,22
2847,dish_1560366389,28,3
2848,dish_1563395449,35,5
2849,dish_1558549806,35,6
2850,dish_1558640882,18,1
2851,dish_1561148303,23,10
2852,dish_1566416701,30,9
2853,dish_1561061593,27,7
2854,dish_1551236775,119,26
2855,dish_1550788398,117,46
2856,dish_1559243139,25,5
2857,dish_1561753623,31,10
2858,dish_1565638478,28,15
2859,dish_1558723568,12,0
2860,dish_1561740385,32,13
